OBJECTID,UNIT_ID,USE_TYPE,NAME,people,NAME_LONG,LEVEL_ID,SCHEDULE_EMAIL,CAPACITY,AREA_ID,ASSIGNMENT_TYPE,AREA_GROSS,HEIGHT_RELATIVE,RESERVATION_METHOD,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,VALIDATIONSTATUS,Extrude1,fire_intensity,temperature,start_time,start_time_txt,end_time,end_time_txt,active_rooms,max_people,sqm_pp,nr_people_height,geom
165,ETH.LEE.F.F_100.0001,Treppe,LEE F 100.0001,15,LEE F 100.0001,ETH.LEE.F,,,,none,29.4896908495885,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,2,10,3.8,"{""hasZ"":true,""rings"":[[[951342.871399999,6004045.0406,447],[951343.784299999,6004042.9557,447],[951342.200300001,6004042.2621,447],[951339.614399999,6004041.1298,447],[951336.757100001,6004047.6556,447],[951340.927000001,6004049.4814,447],[951342.871399999,6004045.0406,447]],[[951339.190400001,6004046.7042,447],[951340.5656,6004043.5632,447],[951341.351,6004043.907,447],[951341.179000001,6004044.2997,447],[951339.975699998,6004047.0479,447],[951339.190400001,6004046.7042,447]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
166,ETH.LEE.F.F_100.002,Gang,LEE F 100.002,6,LEE F 100.002,ETH.LEE.F,,,,none,349.378367524957,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,34,10,0.01764706,"{""hasZ"":true,""rings"":[[[951334.420499999,6004070.2373,447],[951334.335999999,6004070.2002,447],[951336.701200001,6004064.7982,447],[951336.8704,6004064.8723,447],[951337.403900001,6004063.6538,447],[951337.2348,6004063.5797,447],[951338.361000001,6004061.0073,447],[951338.530400001,6004061.0815,447],[951339.0638,6004059.863,447],[951338.8946,6004059.7888,447],[951340.0209,6004057.2164,447],[951340.190200001,6004057.2906,447],[951340.7236,6004056.0721,447],[951340.554400001,6004055.9979,447],[951342.510600001,6004051.5301,447],[951342.68,6004051.6043,447],[951343.213399999,6004050.3858,447],[951343.044199999,6004050.3116,447],[951345.000500001,6004045.8438,447],[951345.169599999,6004045.9178,447],[951345.703200001,6004044.6993,447],[951345.5339,6004044.6253,447],[951346.660300002,6004042.0528,447],[951346.829500001,6004042.1269,447],[951347.363000002,6004040.9085,447],[951347.193700001,6004040.8343,447],[951348.320099998,6004038.2621,447],[951348.489300001,6004038.3361,447],[951349.022799999,6004037.1176,447],[951348.853700001,6004037.0436,447],[951349.038800001,6004036.6204,447],[951349.123500001,6004036.6574,447],[951352.263900001,6004029.485,447],[951350.706900001,6004028.8033,447],[951350.339299999,6004029.6429,447],[951350.095699999,6004029.5361,447],[951348.945700001,6004032.1627,447],[951341.133699998,6004028.7423,447],[951342.283599999,6004026.1157,447],[951342.080699999,6004026.0267,447],[951342.4362,6004025.2145,447],[951342.690099999,6004025.3256,447],[951342.8072,6004025.0584,447],[951342.8814,6004024.889,447],[951342.8983,6004024.8963,447],[951347.803599998,6004013.693,447],[951347.786699999,6004013.6857,447],[951347.8237,6004013.601,447],[951344.202199999,6004012.0152,447],[951344.0539,6004012.3537,447],[951343.8847,6004012.2796,447],[951343.351100001,6004013.4981,447],[951343.520500001,6004013.5722,447],[951342.394000001,6004016.1446,447],[951342.2249,6004016.0705,447],[951341.691300001,6004017.289,447],[951341.8605,6004017.3631,447],[951340.734200001,6004019.9355,447],[951340.565099999,6004019.8614,447],[951340.031500001,6004021.0799,447],[951340.2007,6004021.154,447],[951339.0744,6004023.7264,447],[951338.905200001,6004023.6523,447],[951338.3717,6004024.8708,447],[951338.540899999,6004024.9449,447],[951336.584600002,6004029.4127,447],[951336.415399998,6004029.3386,447],[951335.881900001,6004030.5571,447],[951336.051199999,6004030.6312,447],[951334.094900001,6004035.099,447],[951333.9256,6004035.0249,447],[951333.392200001,6004036.2434,447],[951333.561299998,6004036.3175,447],[951331.605099998,6004040.7854,447],[951331.436000001,6004040.7114,447],[951330.902399998,6004041.9297,447],[951331.071600001,6004042.0038,447],[951329.115499999,6004046.4717,447],[951328.9461,6004046.3976,447],[951328.412599999,6004047.6161,447],[951328.581900001,6004047.6902,447],[951326.625700001,6004052.158,447],[951326.4564,6004052.0839,447],[951325.922800001,6004053.3024,447],[951326.092099998,6004053.3765,447],[951324.1358,6004057.8443,447],[951323.966699999,6004057.7702,447],[951323.433200002,6004058.9887,447],[951323.602299999,6004059.0628,447],[951321.237100001,6004064.4649,447],[951321.775199998,6004064.7005,447],[951321.6567,6004064.9713,447],[951324.202100001,6004066.0858,447],[951324.320500001,6004065.8151,447],[951324.875700001,6004066.058,447],[951327.9641,6004059.0043,447],[951328.379099999,6004058.0566,447],[951329.523200002,6004055.4435,447],[951329.455499999,6004055.4139,447],[951331.4888,6004050.7701,447],[951331.9452,6004049.7276,447],[951332.609200001,6004048.2112,447],[951332.677000001,6004048.2409,447],[951332.727400001,6004048.1258,447],[951332.8627,6004048.185,447],[951333.455400001,6004046.8311,447],[951333.320099998,6004046.7719,447],[951333.3704,6004046.6568,447],[951333.302700002,6004046.6271,447],[951336.604600001,6004039.0861,447],[951336.6723,6004039.1156,447],[951336.7227,6004039.0007,447],[951336.858100001,6004039.0598,447],[951337.688099999,6004037.1645,447],[951337.552700002,6004037.1052,447],[951337.603100002,6004036.99,447],[951337.535300002,6004036.9605,447],[951339.533199999,6004032.3978,447],[951347.385600001,6004035.836,447],[951345.387899999,6004040.3986,447],[951345.320300002,6004040.3691,447],[951345.2698,6004040.4841,447],[951345.134399999,6004040.4248,447],[951344.3046,6004042.3202,447],[951344.4399,6004042.3795,447],[951344.3895,6004042.4946,447],[951344.457199998,6004042.5243,447],[951341.155400001,6004050.0655,447],[951341.0876,6004050.0357,447],[951341.0372,6004050.1509,447],[951340.901900001,6004050.0915,447],[951340.309,6004051.4455,447],[951340.444400001,6004051.5048,447],[951340.394000001,6004051.6198,447],[951340.461800002,6004051.6494,447],[951339.175299998,6004054.5874,447],[951339.080600001,6004054.5459,447],[951339.033300001,6004054.6542,447],[951338.529399998,6004055.805,447],[951338.4344,6004056.0217,447],[951337.3792,6004058.4315,447],[951337.331799999,6004058.5398,447],[951337.426600002,6004058.5813,447],[951337.307999998,6004058.8521,447],[951337.240400001,6004058.8225,447],[951336.0962,6004061.4355,447],[951335.681299999,6004062.3832,447],[951332.592900001,6004069.437,447],[951333.147999998,6004069.68,447],[951333.029300001,6004069.9509,447],[951334.302000001,6004070.5081,447],[951334.420499999,6004070.2373,447]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
167,ETH.LEE.G.G_200.0001,Treppe,LEE G 200.0001,3,LEE G 200.0001,ETH.LEE.G,,,,none,38.7974333425,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,3,10,3.8,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3478,451],[951361.355,6003996.8568,451],[951361.179099999,6003996.7797,451],[951359.825100001,6003996.187,451],[951359.7031,6003996.1335,451],[951359.673599999,6003996.2012,451],[951356.478399999,6003994.8022,451],[951353.3246,6004002.0049,451],[951358.171500001,6004004.1271,451],[951360.2641,6003999.3478,451]],[[951356.2447,6004000.8632,451],[951357.619899999,6003997.7222,451],[951358.405200001,6003998.066,451],[951358.2333,6003998.459,451],[951357.029899999,6004001.207,451],[951356.2447,6004000.8632,451]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
168,ETH.LEE.H.H_200.0001,Treppe,LEE H 200.0001,3,LEE H 200.0001,ETH.LEE.H,,,,none,38.7979969321667,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,3,10,3.8,"{""hasZ"":true,""rings"":[[[951361.355,6003996.8568,455],[951361.179099999,6003996.7797,455],[951359.825100001,6003996.187,455],[951359.7031,6003996.1335,455],[951359.673599999,6003996.2012,455],[951359.294399999,6003996.0352,455],[951356.478300001,6003994.8021,455],[951353.3246,6004002.0049,455],[951358.171500001,6004004.1271,455],[951361.355,6003996.8568,455]],[[951358.405200001,6003998.066,455],[951357.029899999,6004001.207,455],[951356.2447,6004000.8632,455],[951357.619899999,6003997.7222,455],[951358.405200001,6003998.066,455]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
169,ETH.LEE.J.J_200.0001,Treppe,LEE J 200.0001,1,LEE J 200.0001,ETH.LEE.J,,,,none,38.7977507692222,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,3,10,1.266667,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3478,459],[951361.355,6003996.8568,459],[951361.179099999,6003996.7797,459],[951359.825100001,6003996.187,459],[951359.7031,6003996.1335,459],[951359.673599999,6003996.2012,459],[951356.478300001,6003994.8021,459],[951353.3246,6004002.0049,459],[951358.171500001,6004004.1271,459],[951360.2641,6003999.3478,459]],[[951356.2447,6004000.8632,459],[951357.619899999,6003997.7222,459],[951358.405200001,6003998.066,459],[951358.2333,6003998.459,459],[951357.029899999,6004001.207,459],[951356.2447,6004000.8632,459]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
170,ETH.LEE.J.J_201,Buero,LEE J 201,0,LEE J 201,ETH.LEE.J,,,,none,91.4788492161265,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,2.8,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,9,10,0.0,"{""hasZ"":true,""rings"":[[[951343.7674,6004011.0828,459],[951344.305599999,6004011.3183,459],[951345.011,6004009.7072,459],[951345.544500001,6004008.4887,459],[951348.330600001,6004002.1255,459],[951348.8642,6004000.907,459],[951348.975299999,6004000.6531,459],[951342.101,6003997.6432,459],[951341.8653,6003998.1812,459],[951341.594500002,6003998.0628,459],[951340.480099998,6004000.6081,459],[951340.750799999,6004000.7266,459],[951340.205499999,6004001.9723,459],[951339.934700001,6004001.8537,459],[951338.8202,6004004.399,459],[951339.090999998,6004004.5175,459],[951338.545600001,6004005.7632,459],[951338.274900001,6004005.6446,459],[951337.160399999,6004008.1899,459],[951337.431299999,6004008.3084,459],[951337.312600002,6004008.5792,459],[951339.857999999,6004009.6937,459],[951339.976500001,6004009.4229,459],[951341.222199999,6004009.9682,459],[951341.103500001,6004010.239,459],[951343.648899999,6004011.3534,459],[951343.7674,6004011.0828,459]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
171,ETH.LEE.J.J_200.002,Gang,LEE J 200.002,0,LEE J 200.002,ETH.LEE.J,,,,none,332.689532325359,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,33,10,0.0,"{""hasZ"":true,""rings"":[[[951357.658399999,6004017.1648,459],[951357.5737,6004017.1278,459],[951358.279100001,6004015.5166,459],[951358.4483,6004015.5907,459],[951358.981800001,6004014.3723,459],[951358.8127,6004014.2983,459],[951361.598700002,6004007.935,459],[951361.768100001,6004008.009,459],[951362.3015,6004006.7905,459],[951362.132300001,6004006.7165,459],[951362.428800002,6004006.0395,459],[951362.597899999,6004006.1135,459],[951363.131499998,6004004.895,459],[951362.962200001,6004004.821,459],[951366.578299999,6003996.5623,459],[951366.747699998,6003996.6363,459],[951367.281100001,6003995.4178,459],[951367.111900002,6003995.3438,459],[951367.408199999,6003994.6668,459],[951367.577500001,6003994.741,459],[951368.1109,6003993.5225,459],[951367.9417,6003993.4483,459],[951370.7278,6003987.085,459],[951370.8972,6003987.1592,459],[951371.430599999,6003985.9407,459],[951371.261399999,6003985.8665,459],[951371.446600001,6003985.4434,459],[951375.5222,6003976.1355,459],[951375.559300002,6003976.0508,459],[951373.883699998,6003975.3173,459],[951373.5814,6003976.0077,459],[951373.513700001,6003975.9781,459],[951371.296700001,6003981.0416,459],[951363.579500001,6003977.6627,459],[951365.796599999,6003972.5992,459],[951365.728799999,6003972.5695,459],[951366.031199999,6003971.879,459],[951362.4604,6003970.3155,459],[951362.4232,6003970.4002,459],[951358.3477,6003979.7081,459],[951358.162599999,6003980.1312,459],[951357.9934,6003980.0571,459],[951357.459800001,6003981.2756,459],[951357.629000001,6003981.3497,459],[951354.842900001,6003987.713,459],[951354.673599999,6003987.6389,459],[951354.1402,6003988.8572,459],[951354.309300002,6003988.9315,459],[951354.012899999,6003989.6085,459],[951353.843699999,6003989.5343,459],[951353.310199998,6003990.7528,459],[951353.479499999,6003990.827,459],[951351.523200002,6003995.2947,459],[951351.3539,6003995.2207,459],[951350.820500001,6003996.4392,459],[951350.989599999,6003996.5132,459],[951349.033399999,6004000.9812,459],[951348.8642,6004000.907,459],[951348.330600001,6004002.1255,459],[951348.5,6004002.1995,459],[951345.7137,6004008.5628,459],[951345.544500001,6004008.4887,459],[951345.011,6004009.7072,459],[951345.180300001,6004009.7813,459],[951344.474800002,6004011.3925,459],[951345.013,6004011.6281,459],[951344.894400001,6004011.8989,459],[951347.4397,6004013.0133,459],[951347.558400001,6004012.7425,459],[951348.113299999,6004012.9856,459],[951350.360100001,6004007.8545,459],[951358.077300001,6004011.2334,459],[951355.830499999,6004016.3645,459],[951356.385699999,6004016.6076,459],[951356.267000001,6004016.8784,459],[951357.539700001,6004017.4356,459],[951357.658399999,6004017.1648,459]],[[951359.1743,6004007.438,459],[951359.2159,6004007.3434,459],[951359.1076,6004007.2958,459],[951358.2993,6004006.942,459],[951355.9395,6004005.9087,459],[951355.722800002,6004005.8139,459],[951352.554699998,6004004.4267,459],[951352.446400002,6004004.3793,459],[951352.404800002,6004004.4739,459],[951351.863299999,6004004.2369,459],[951356.25,6003994.2181,459],[951356.317699999,6003994.2478,459],[951356.368099999,6003994.1327,459],[951356.5035,6003994.192,459],[951357.706799999,6003991.4436,459],[951357.5715,6003991.3843,459],[951357.621800002,6003991.2693,459],[951357.554200001,6003991.2396,459],[951359.451200001,6003986.9073,459],[951360.043900002,6003985.5534,459],[951360.458999999,6003984.6055,459],[951361.0517,6003983.2518,459],[951361.940900002,6003981.2209,459],[951362.482500002,6003981.4579,459],[951362.440900002,6003981.5527,459],[951362.549199998,6003981.6001,459],[951365.717300002,6003982.9872,459],[951365.933899999,6003983.0821,459],[951369.1021,6003984.4692,459],[951369.2104,6003984.5168,459],[951369.251899999,6003984.422,459],[951369.793400001,6003984.6592,459],[951365.406800002,6003994.6778,459],[951365.339000002,6003994.6482,459],[951365.288600001,6003994.7633,459],[951365.153299998,6003994.704,459],[951363.9498,6003997.4525,459],[951364.085200001,6003997.5118,459],[951364.0348,6003997.6268,459],[951364.102499999,6003997.6564,459],[951361.6424,6004003.275,459],[951361.049600001,6004004.6289,459],[951359.7159,6004007.6752,459],[951359.1743,6004007.438,459]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
172,ETH.LEE.K.K_200.0001,Treppe,LEE K 200.0001,2,LEE K 200.0001,ETH.LEE.K,,,,none,38.7979964590685,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,3,10,2.533333,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3481,463],[951361.355,6003996.8568,463],[951361.179099999,6003996.7797,463],[951359.825100001,6003996.187,463],[951359.703299999,6003996.1335,463],[951359.673700001,6003996.2012,463],[951356.478300001,6003994.8021,463],[951353.3246,6004002.0049,463],[951358.171500001,6004004.1271,463],[951360.2641,6003999.3481,463]],[[951356.2447,6004000.8632,463],[951357.619899999,6003997.7222,463],[951358.405200001,6003998.066,463],[951358.2333,6003998.459,463],[951357.029899999,6004001.207,463],[951356.2447,6004000.8632,463]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
173,ETH.LEE.L.L_200.0001,Treppe,LEE L 200.0001,2,LEE L 200.0001,ETH.LEE.L,,,,none,38.797801430551,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,3,10,2.533333,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3481,467],[951361.354800001,6003996.8568,467],[951361.179099999,6003996.7797,467],[951359.825100001,6003996.187,467],[951359.703400001,6003996.1335,467],[951359.673700001,6003996.2012,467],[951356.478300001,6003994.8021,467],[951353.3248,6004002.0049,467],[951358.171500001,6004004.1271,467],[951360.2641,6003999.3481,467]],[[951356.244800001,6004000.8632,467],[951357.620099999,6003997.7222,467],[951358.405200001,6003998.066,467],[951358.233399998,6003998.459,467],[951357.030099999,6004001.207,467],[951356.244800001,6004000.8632,467]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
174,ETH.LEE.M.M_200.0001,Treppe,LEE M 200.0001,1,LEE M 200.0001,ETH.LEE.M,,,,none,38.7973985079198,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,3,10,1.266667,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3478,471],[951361.354800001,6003996.8568,471],[951361.179099999,6003996.7797,471],[951359.825100001,6003996.187,471],[951359.703299999,6003996.1335,471],[951359.673599999,6003996.2012,471],[951356.478300001,6003994.8021,471],[951353.3248,6004002.0049,471],[951358.171500001,6004004.1271,471],[951360.2641,6003999.3478,471]],[[951356.244800001,6004000.8632,471],[951357.620099999,6003997.7222,471],[951358.405200001,6003998.066,471],[951358.233399998,6003998.4587,471],[951357.030099999,6004001.207,471],[951356.244800001,6004000.8632,471]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
175,ETH.LEE.N.N_208,Buero,LEE N 208,1,LEE N 208,ETH.LEE.N,,,,none,62.3684390541309,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,2.8,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,6,10,0.4666667,"{""hasZ"":true,""rings"":[[[951355.799800001,6003985.0665,475],[951356.3336,6003983.848,475],[951358.9344,6003977.9078,475],[951352.059999999,6003974.8979,475],[951351.824200001,6003975.4361,475],[951351.5535,6003975.3175,475],[951350.439100001,6003977.8628,475],[951350.710000001,6003977.9814,475],[951350.164700001,6003979.2269,475],[951349.893800002,6003979.1083,475],[951348.779300001,6003981.6537,475],[951349.050099999,6003981.7723,475],[951348.814399999,6003982.3105,475],[951355.688900001,6003985.3204,475],[951355.799800001,6003985.0665,475]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
176,ETH.LEE.N.N_200.0002,Gang,LEE N 200.0002,0,LEE N 200.0002,ETH.LEE.N,,,,none,36.2203076085157,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951363.289500002,6003997.5423,475],[951363.377300002,6003997.5808,475],[951363.407000002,6003997.5132,475],[951363.772500001,6003997.6732,475],[951363.831799999,6003997.5378,475],[951363.899500001,6003997.5675,475],[951363.949999999,6003997.4525,475],[951365.153299998,6003994.704,475],[951365.203699999,6003994.5889,475],[951365.136100002,6003994.5594,475],[951365.195300002,6003994.424,475],[951364.829500001,6003994.2638,475],[951364.948100001,6003993.993,475],[951365.314199999,6003994.1533,475],[951365.399999999,6003993.9569,475],[951365.467799999,6003993.9865,475],[951365.787700001,6003993.2555,475],[951365.719900001,6003993.2257,475],[951365.898499999,6003992.8183,475],[951365.817000002,6003992.7826,475],[951366.329300001,6003991.6128,475],[951366.045000002,6003991.4885,475],[951366.0746,6003991.4208,475],[951365.986400001,6003991.3821,475],[951364.768199999,6003990.8486,475],[951364.680100001,6003990.8101,475],[951363.4351,6003993.6532,475],[951362.521499999,6003993.2531,475],[951362.622000001,6003993.0229,475],[951362.540899999,6003992.9874,475],[951362.558600001,6003992.9468,475],[951361.3402,6003992.4132,475],[951361.322500002,6003992.454,475],[951361.2412,6003992.4183,475],[951361.1404,6003992.6484,475],[951360.151900001,6003992.2158,475],[951360.252700001,6003991.9856,475],[951360.171599999,6003991.9501,475],[951360.189300001,6003991.9094,475],[951358.5647,6003991.198,475],[951358.546700001,6003991.2386,475],[951358.465599999,6003991.2031,475],[951358.364799999,6003991.4333,475],[951357.884300001,6003991.2228,475],[951357.824900001,6003991.3582,475],[951357.757100001,6003991.3286,475],[951357.706700001,6003991.4436,475],[951356.503699999,6003994.192,475],[951356.453200001,6003994.3071,475],[951356.5209,6003994.3367,475],[951356.4615,6003994.4721,475],[951359.792100001,6003995.9304,475],[951359.762400001,6003995.9981,475],[951359.884300001,6003996.0516,475],[951359.825100001,6003996.187,475],[951361.179099999,6003996.7797,475],[951361.238499999,6003996.6443,475],[951361.414299998,6003996.7214,475],[951361.443700001,6003996.6537,475],[951362.012400001,6003996.9026,475],[951361.982999999,6003996.9703,475],[951362.070799999,6003997.0088,475],[951362.011500001,6003997.1442,475],[951363.230099998,6003997.6777,475],[951363.289500002,6003997.5423,475]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
177,ETH.LEE.N.N_200.0001,Treppe,LEE N 200.0001,0,LEE N 200.0001,ETH.LEE.N,,,,none,38.7982291585446,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3481,475],[951361.354800001,6003996.8568,475],[951361.179099999,6003996.7797,475],[951359.825100001,6003996.187,475],[951359.703299999,6003996.1335,475],[951359.673599999,6003996.2012,475],[951356.478300001,6003994.8021,475],[951353.3248,6004002.0049,475],[951358.171500001,6004004.1271,475],[951360.2641,6003999.3481,475]],[[951356.244800001,6004000.8632,475],[951357.620099999,6003997.7222,475],[951358.405200001,6003998.066,475],[951358.232999999,6003998.459,475],[951357.030099999,6004001.207,475],[951356.244800001,6004000.8632,475]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
178,ETH.LEE.N.N_200.002,Gang,LEE N 200.002,0,LEE N 200.002,ETH.LEE.N,,,,none,285.16170031858,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,0.1,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,28,10,0.0,"{""hasZ"":true,""rings"":[[[951357.658399999,6004017.1648,475],[951357.5737,6004017.1278,475],[951359.109099999,6004013.6213,475],[951359.278200001,6004013.6953,475],[951359.811799999,6004012.4768,475],[951359.642700002,6004012.4028,475],[951362.428800002,6004006.0395,475],[951362.598000001,6004006.1135,475],[951363.131499998,6004004.895,475],[951362.962200001,6004004.821,475],[951365.748300001,6003998.4577,475],[951365.9177,6003998.5319,475],[951366.451200001,6003997.3134,475],[951366.282099999,6003997.2392,475],[951366.578400001,6003996.5623,475],[951366.747400001,6003996.6363,475],[951367.281100001,6003995.4178,475],[951367.111900002,6003995.3438,475],[951369.897999998,6003988.9803,475],[951370.067200001,6003989.0545,475],[951370.6008,6003987.8361,475],[951370.431400001,6003987.762,475],[951373.032400001,6003981.8219,475],[951372.7786,6003981.7106,475],[951372.852600001,6003981.5414,475],[951371.634100001,6003981.008,475],[951371.559900001,6003981.1772,475],[951363.555199999,6003977.6722,475],[951363.740400001,6003977.2491,475],[951363.909699999,6003977.3233,475],[951364.443100002,6003976.1048,475],[951364.273899999,6003976.0306,475],[951365.8094,6003972.524,475],[951365.271200001,6003972.2884,475],[951365.389600001,6003972.0176,475],[951362.8444,6003970.9031,475],[951362.725900002,6003971.1739,475],[951362.1877,6003970.9384,475],[951359.8224,6003976.3403,475],[951359.653000001,6003976.2662,475],[951359.1197,6003977.4847,475],[951359.288800001,6003977.5588,475],[951356.502700001,6003983.9221,475],[951356.3336,6003983.848,475],[951355.799800001,6003985.0665,475],[951355.969099998,6003985.1406,475],[951354.012800001,6003989.6085,475],[951353.843800001,6003989.5343,475],[951353.310400002,6003990.7528,475],[951353.479499999,6003990.827,475],[951353.1831,6003991.5038,475],[951353.013700001,6003991.4298,475],[951352.480300002,6003992.6483,475],[951352.649500001,6003992.7223,475],[951350.693399999,6003997.1903,475],[951350.524,6003997.1161,475],[951349.990699999,6003998.3346,475],[951350.159600001,6003998.4088,475],[951347.373500001,6004004.7719,475],[951347.204300001,6004004.6979,475],[951346.6708,6004005.9163,475],[951346.8402,6004005.9904,475],[951344.475000001,6004011.3925,475],[951345.012800001,6004011.6281,475],[951344.894400001,6004011.8989,475],[951347.439800002,6004013.0133,475],[951347.558400001,6004012.7425,475],[951348.113400001,6004012.9856,475],[951350.372000001,6004007.8272,475],[951350.787,6004006.8796,475],[951351.9311,6004004.2667,475],[951351.863400001,6004004.2369,475],[951356.2502,6003994.2181,475],[951356.317699999,6003994.2478,475],[951356.368099999,6003994.1327,475],[951356.503699999,6003994.192,475],[951357.706700001,6003991.4436,475],[951357.571699999,6003991.3843,475],[951357.622000001,6003991.2693,475],[951357.554200001,6003991.2396,475],[951359.451200001,6003986.9073,475],[951360.044100001,6003985.5534,475],[951360.458999999,6003984.6055,475],[951361.051800001,6003983.2518,475],[951361.940900002,6003981.2209,475],[951362.482500002,6003981.4579,475],[951362.440900002,6003981.5527,475],[951362.549400002,6003981.6001,475],[951365.717300002,6003982.9872,475],[951365.933899999,6003983.0821,475],[951369.1021,6003984.4692,475],[951369.2104,6003984.5168,475],[951369.251800001,6003984.422,475],[951369.793400001,6003984.6592,475],[951365.406800002,6003994.6778,475],[951365.339000002,6003994.6482,475],[951365.288600001,6003994.7633,475],[951365.153299998,6003994.704,475],[951363.949999999,6003997.4525,475],[951364.085200001,6003997.5118,475],[951364.0348,6003997.6268,475],[951364.102499999,6003997.6564,475],[951361.6424,6004003.275,475],[951361.049600001,6004004.6289,475],[951359.715700001,6004007.6752,475],[951359.648200002,6004007.6456,475],[951358.504000001,6004010.2585,475],[951358.089299999,6004011.2063,475],[951355.830600001,6004016.3645,475],[951356.385699999,6004016.6076,475],[951356.267000001,6004016.8784,475],[951357.539700001,6004017.4356,475],[951357.658399999,6004017.1648,475]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
179,ETH.LEE.O.O_200.0001,Treppe,LEE O 200.0001,0,LEE O 200.0001,ETH.LEE.O,,,,none,38.7982291585446,4.0,,JIN11846,1701125419000,JIN11846,1701125419000,2,3.8,,,1699701240000,11/11/2023 11:14:00 AM,1699701270000,11/11/2023 11:14:30 AM,1,3,10,0.0,"{""hasZ"":true,""rings"":[[[951360.2641,6003999.3481,479],[951361.354800001,6003996.8568,479],[951361.179099999,6003996.7797,479],[951359.825100001,6003996.187,479],[951359.703299999,6003996.1335,479],[951359.673599999,6003996.2012,479],[951356.478300001,6003994.8021,479],[951353.3248,6004002.0049,479],[951358.171500001,6004004.1271,479],[951360.2641,6003999.3481,479]],[[951356.244800001,6004000.8632,479],[951357.620099999,6003997.7222,479],[951358.405200001,6003998.066,479],[951358.232999999,6003998.459,479],[951357.030099999,6004001.207,479],[951356.244800001,6004000.8632,479]]],""spatialReference"":{""wkid"":102100,""latestWkid"":3857}}"
